company_id,orderID,totalSpend,date_completed_LocalTime,UserID
40,158067,17.33333333,2020-01-01 15:26:04,7070598081353078594
136,158075,66.53333333,2020-01-01 15:48:12,7611899487447535193
57,158084,78.13333333,2020-01-01 16:08:55,-5577494187773465427
57,158085,321.3333333,2020-01-01 16:10:41,-35138267638594748
13,158087,91.6,2020-01-01 16:14:58,3755106086507304343
57,158132,87.46666667,2020-01-01 17:18:32,-3350460242598774851
57,158137,89.46666667,2020-01-01 17:25:15,918611012596638883
57,158163,19.86666667,2020-01-01 18:20:15,-4212094359324495137
142,158171,47.6,2020-01-01 18:57:54,-5419731396851331404
40,158172,56.13333333,2020-01-01 18:58:25,7182139968349114246
57,158175,28.53333333,2020-01-01 19:34:09,918611012596638883
40,158180,245.8666667,2020-01-01 19:40:44,-6169528317912069138
136,158182,0,2020-01-01 19:42:59,-6880057744022771440
40,158186,179.3333333,2020-01-01 19:56:58,3346694638987831080
136,158192,538.6533333,2020-01-01 20:24:22,9047649664482065452
40,158199,66.26666667,2020-01-01 20:46:52,8134715981179688324
57,158207,28.66666667,2020-01-01 20:59:54,7589263798341883448
224,158209,66.53333333,2020-01-01 21:03:37,-8599709808388581564
224,158210,392.6666667,2020-01-01 21:03:59,5787408489777109379
57,158215,52.53333333,2020-01-01 21:30:02,-3350460242598774851
224,158223,276.9333333,2020-01-01 21:47:10,-5596478877039724057
142,158224,42.4,2020-01-01 21:47:13,2329413852587890665
13,158225,87.73333333,2020-01-01 21:55:40,-1374029270617025166
13,158227,67.6,2020-01-01 21:58:57,-1374029270617025166
13,158229,133.0666667,2020-01-01 22:00:53,-1374029270617025166
40,158233,34.4,2020-01-01 22:09:36,3437520510899746064
40,158238,127.4666667,2020-01-01 22:19:46,-6205352983738286271
142,158251,213.4666667,2020-01-01 22:37:19,-5223127014447696090
57,158257,14.53333333,2020-01-01 22:54:41,5985700191301523237
57,158261,28.4,2020-01-01 22:59:53,-1453366743343479902
136,158262,438.5333333,2020-01-01 23:05:18,7135036747392659329
57,158263,13.86666667,2020-01-01 23:06:35,7173435494919667986
57,158267,96.26666667,2020-01-01 23:13:00,2914005332422533173
57,158272,14.53333333,2020-01-01 23:29:29,7173435494919667986
57,158281,96,2020-01-02 0:18:57,7142617446065209174
57,158284,884.6533333,2020-01-02 0:34:25,4695097687812420913
57,158290,122.6666667,2020-01-02 2:05:06,3523287796524315591
136,158291,118,2020-01-02 2:08:29,-8863316798705544349
57,158293,720.9333333,2020-01-02 5:07:49,8268210978600704585
142,158295,518.6666667,2020-01-02 6:36:01,-6503104592061360729
142,158299,40,2020-01-02 7:13:55,-5507889619734487759
13,158300,201.0666667,2020-01-02 7:14:40,383276713929159624
136,158301,177.6,2020-01-02 7:15:44,-7990872253032216698
40,158309,61.86666667,2020-01-02 7:43:28,3590364651700851704
142,158312,8.666666667,2020-01-02 7:46:07,179090271917573779
40,158315,17.2,2020-01-02 7:48:13,2863864315895207211
57,158335,147.9866667,2020-01-02 8:13:00,-3616612928839817004
13,158341,162.4,2020-01-02 8:16:56,-32680732301381133
13,158343,374.5333333,2020-01-02 8:17:29,-6295426690248858550
136,158344,59.06666667,2020-01-02 8:18:33,701697219395551956
13,158355,7.066666667,2020-01-02 8:27:21,-32680732301381133
57,158356,18.66666667,2020-01-02 8:27:40,7891509203208713410
57,158358,10.13333333,2020-01-02 8:28:41,7891509203208713410
142,158360,40.8,2020-01-02 8:31:16,-2030630081477965657
224,158362,479.6,2020-01-02 8:31:27,-1577583979189152589
142,158364,155.3333333,2020-01-02 8:32:57,6149527946067689558
224,158366,250.1333333,2020-01-02 8:33:28,-3700681212218204985
57,158368,114,2020-01-02 8:35:47,4549877295948649607
13,158371,147.4666667,2020-01-02 8:36:09,-4262464204865556574
13,158388,304.1333333,2020-01-02 8:51:33,-2938332471133976038
40,158391,258,2020-01-02 8:53:11,-2734897502737992243
136,158398,164.8,2020-01-02 8:57:01,3927805452521470165
13,158407,81.86666667,2020-01-02 8:59:19,3687698269096564594
57,158408,13.33333333,2020-01-02 9:00:09,-3431284453882662013
224,158409,274.4,2020-01-02 9:00:59,-7089905387268386506
142,158411,310.5333333,2020-01-02 9:02:37,-8764993301748519710
142,158414,169.8533333,2020-01-02 9:03:23,-984554292127870897
57,158420,39.73333333,2020-01-02 9:06:17,-2735253171805751976
136,158426,128,2020-01-02 9:08:44,-6917171694731838189
136,158428,270.4,2020-01-02 9:10:01,-5528453238381393211
13,158429,68.66666667,2020-01-02 9:11:23,5183055696715149832
13,158437,95.46666667,2020-01-02 9:13:12,1865944829622097317
40,158438,66.13333333,2020-01-02 9:13:36,7726154968952912729
136,158443,162.5333333,2020-01-02 9:17:33,-2858907380764988659
40,158446,825.3333333,2020-01-02 9:18:45,-6864502462874273208
40,158449,79.46666667,2020-01-02 9:20:57,-884460756975099263
142,158451,28.4,2020-01-02 9:21:28,-2540058580139506283
142,158456,57.2,2020-01-02 9:22:09,-6477694742896023464
13,158462,66.53333333,2020-01-02 9:22:59,9100121317984902119
142,158467,87.73333333,2020-01-02 9:24:31,3534275560278065331
142,158479,26.8,2020-01-02 9:31:26,-5942426488950282300
13,158484,72.90666667,2020-01-02 9:33:27,-2491882329615306390
142,158485,192.4,2020-01-02 9:33:50,7873242723118605253
13,158490,198.2666667,2020-01-02 9:35:18,4695404001549384965
57,158493,81.73333333,2020-01-02 9:36:34,-8610350523343247931
136,158496,208.6666667,2020-01-02 9:38:36,559258662626845667
142,158500,43.86666667,2020-01-02 9:40:14,4583998787497420950
13,158513,134.1333333,2020-01-02 9:44:34,-3536005116904826110
13,158523,29.06666667,2020-01-02 9:48:38,-4632799193343827378
142,158527,57.46666667,2020-01-02 9:50:00,5539285113163370783
13,158529,138.2666667,2020-01-02 9:51:37,8259977686654691845
40,158537,157.6533333,2020-01-02 9:51:58,-1696082502045410295
224,158539,75.33333333,2020-01-02 9:52:21,-2302067861975535144
40,158547,26.4,2020-01-02 9:54:30,-6864502462874273208
142,158550,37.06666667,2020-01-02 9:55:48,-345725443086306592
40,158554,98.53333333,2020-01-02 9:56:24,-5898850421635654587
136,158564,60,2020-01-02 9:59:04,-7889860271421640218
40,158570,70.53333333,2020-01-02 9:59:53,5844672757594094611
136,158572,185.2,2020-01-02 10:00:40,504265437892075416
142,158576,37.33333333,2020-01-02 10:01:46,-8273795577066649649
136,158582,59.46666667,2020-01-02 10:03:46,-2750890399156663588
13,158596,236.6666667,2020-01-02 10:08:06,-1045842172305095451
136,158597,151.4666667,2020-01-02 10:08:51,-8406831499170627294
136,158599,88.93333333,2020-01-02 10:09:09,-5070594748576290883
136,158616,40,2020-01-02 10:13:06,6285763734876563419
40,158621,110.4,2020-01-02 10:14:19,1722049159959083545
40,158651,99.46666667,2020-01-02 10:24:24,-5222893858349953928
40,158668,25.33333333,2020-01-02 10:27:52,5896067807599801801
136,158694,110.1333333,2020-01-02 10:32:55,8915853492702996515
136,158718,75.86666667,2020-01-02 10:39:18,4682202370637810454
136,158734,198.5333333,2020-01-02 10:42:26,101784121871629599
57,158736,84.8,2020-01-02 10:42:58,-6622626682187413434
136,158741,199.7333333,2020-01-02 10:43:17,52194367917750737
40,158765,52.93333333,2020-01-02 10:48:32,896007137384896122
40,158767,120,2020-01-02 10:49:10,-3531243085226350753
224,158769,39.86666667,2020-01-02 10:49:45,-2302067861975535144
40,158773,156.8,2020-01-02 10:50:15,-2997441609638670783
136,158786,29.06666667,2020-01-02 10:53:43,-4303360706327979573
40,158787,186.6666667,2020-01-02 10:53:48,3323615804646914849
224,158790,192.4,2020-01-02 10:54:44,-3021369372878566266
40,158792,14.53333333,2020-01-02 10:55:00,3323615804646914849
136,158796,18.53333333,2020-01-02 10:55:26,-4802397082615413253
136,158798,132.9333333,2020-01-02 10:55:34,-6475426238704770849
40,158805,32.93333333,2020-01-02 10:56:43,-7023358126613895070
57,158809,83.33333333,2020-01-02 10:57:30,-2735253171805751976
57,158814,131.3333333,2020-01-02 10:58:58,-6152048853122333455
57,158818,31.73333333,2020-01-02 10:59:22,-2735253171805751976
57,158831,69.6,2020-01-02 11:07:16,8266193295891150004
224,158833,479.2,2020-01-02 11:11:01,-4386241419861360680
136,158910,22.4,2020-01-02 11:51:43,6774459882364484532
142,158922,174,2020-01-02 13:17:45,-7023409107256149595
57,158925,29.2,2020-01-02 13:37:59,6451799046135543821
57,158942,60.53333333,2020-01-02 16:01:55,-7311639585637406800
57,158953,318.8,2020-01-02 17:34:18,-5208780674496011327
40,158957,420.2666667,2020-01-02 18:48:34,-2630628127473871341
40,158958,50,2020-01-02 18:54:19,4608890104841819846
57,158962,67.06666667,2020-01-02 20:15:42,-3350460242598774851
136,158969,31.73333333,2020-01-02 23:03:36,5205097799034376422
40,158974,460.2666667,2020-01-03 8:49:30,-8218078538075621764
136,158981,310.5333333,2020-01-03 10:16:37,4860027323489584997
136,158988,39.73333333,2020-01-03 12:54:37,-2474336856690394499
40,158999,12.66666667,2020-01-03 15:32:45,-1842102333722043699
57,159005,523.3066667,2020-01-03 18:40:29,7695338099950784711
13,159006,105.8666667,2020-01-03 18:57:15,3594893331335162263
136,159010,260.6666667,2020-01-03 19:49:02,1055799902870356167
142,159014,332.6666667,2020-01-03 20:49:24,-2545394324971902784
40,159019,33.2,2020-01-03 21:45:39,-8218078538075621764
57,159024,63.2,2020-01-04 0:01:37,-1664014637840190997
142,159025,266.1333333,2020-01-04 7:20:25,1812134918218333500
13,159037,196.8,2020-01-04 10:22:30,4096511494975105982
40,159041,133.0666667,2020-01-04 10:30:58,4192861265539617895
224,159045,161.6,2020-01-04 11:02:54,-1121742947533366244
136,159048,38.26666667,2020-01-04 11:38:32,-697634568137641370
57,159051,199.7333333,2020-01-04 12:07:48,3403696147357359954
136,159056,180.6666667,2020-01-04 12:19:33,9215225891637920628
40,159057,300.1333333,2020-01-04 12:28:08,-7751907496330833183
40,159064,205.8666667,2020-01-04 12:53:06,4075641721188747534
136,159065,199.6,2020-01-04 12:53:30,-4180676541383686400
224,159067,331.6,2020-01-04 13:13:50,8289882864480571406
40,159068,168.9333333,2020-01-04 13:18:51,-1614298753818970051
57,159073,121.32,2020-01-04 13:42:31,-9136242322278436428
136,159076,131.7866667,2020-01-04 13:52:38,6620735539562718630
40,159081,5.733333333,2020-01-04 14:32:20,-1614298753818970051
57,159082,5.066666667,2020-01-04 14:33:01,5985700191301523237
224,159083,46.66666667,2020-01-04 14:54:29,8289882864480571406
136,159090,107.6,2020-01-04 15:11:58,3347677152292321838
136,159096,25.2,2020-01-04 16:07:30,7146962149174139334
142,159098,34.66666667,2020-01-04 16:24:27,-5419731396851331404
57,159101,216,2020-01-04 16:42:47,3403696147357359954
57,159113,51.2,2020-01-04 17:13:33,-6259444313474648894
40,159118,178.2666667,2020-01-04 17:34:08,-2630292457974338595
40,159123,64.26666667,2020-01-04 17:47:13,5896067807599801801
13,159131,87.86666667,2020-01-04 18:03:54,3594893331335162263
40,159132,103.4666667,2020-01-04 18:05:16,2335377609022761921
57,159133,2400,2020-01-04 18:05:35,-6152048853122333455
40,159135,150.5333333,2020-01-04 18:20:44,7582094496406647598
57,159141,114.8,2020-01-04 18:33:28,-6123143079865400101
142,159143,34.4,2020-01-04 18:40:45,8155715804982444684
136,159151,19.86666667,2020-01-04 18:56:40,-697634568137641370
136,159154,138.8,2020-01-04 19:02:54,659371364889758322
13,159155,181.4666667,2020-01-04 19:03:18,8416297848484219652
136,159164,247.3333333,2020-01-04 19:30:24,7652324348487427609
40,159171,33.06666667,2020-01-04 19:39:42,4515383035505910813
142,159176,95.6,2020-01-04 19:51:08,-493483005153232051
13,159179,163.8666667,2020-01-04 19:58:55,-5429013443501665024
136,159183,63.6,2020-01-04 20:08:31,7652324348487427609
136,159189,26.4,2020-01-04 20:20:49,4348035976813796367
13,159207,37.2,2020-01-04 20:56:02,3594893331335162263
142,159209,38.4,2020-01-04 20:57:30,-345725443086306592
136,159211,39.6,2020-01-04 20:59:20,7652324348487427609
142,159215,143.3333333,2020-01-04 21:02:41,9124105168876970753
136,159217,153.2,2020-01-04 21:09:50,-598088448883973396
40,159219,2657.053333,2020-01-04 21:14:29,2331220639790456733
224,159225,226.6666667,2020-01-04 21:26:31,-380033734356828485
136,159227,79.46666667,2020-01-04 21:31:27,6703030433289064771
57,159248,101.0666667,2020-01-04 22:13:47,-5813850747401382875
40,159249,49.33333333,2020-01-04 22:16:18,1081211336562188092
13,159250,331.6,2020-01-04 22:17:32,-3831793187577964006
136,159253,106.4,2020-01-04 22:23:50,3704738716542189717
40,159254,182.3733333,2020-01-04 22:26:12,-5879309967394212073
40,159272,175.4666667,2020-01-04 23:05:51,-848657025122322404
224,159282,430.8,2020-01-04 23:50:34,-1123046093984090775
57,159284,48.93333333,2020-01-04 23:56:04,-8686316253228616551
136,159287,54.13333333,2020-01-05 0:03:19,3927805452521470165
57,159289,71.6,2020-01-05 0:22:43,-5577494187773465427
13,159291,227.3333333,2020-01-05 0:28:02,6065294355326506402
57,159292,57.73333333,2020-01-05 0:28:39,-2514172442304131915
57,159300,17.2,2020-01-05 1:12:08,-469707270729745273
136,159302,31.2,2020-01-05 1:40:21,-8772612876802651142
57,159304,108.5333333,2020-01-05 2:08:53,4208828071154334108
136,159305,77.06666667,2020-01-05 3:05:55,-7815605223034549389
57,159307,199.3333333,2020-01-05 4:33:07,-903706638061281341
13,159310,78.26666667,2020-01-05 6:08:10,7168539100704012081
142,159312,102.6666667,2020-01-05 6:13:03,-2525070576225064350
57,159315,55.46666667,2020-01-05 6:58:04,360034004966638768
136,159321,156.5333333,2020-01-05 7:15:16,-7847327970902124423
13,159322,161.0666667,2020-01-05 7:16:43,636187155946206891
136,159324,65.46666667,2020-01-05 7:17:32,-7571546298733210095
142,159328,304.9333333,2020-01-05 7:26:22,-3351632367620061353
142,159331,198.2666667,2020-01-05 7:32:17,1680917800026083016
13,159332,69.2,2020-01-05 7:36:05,6956057104585783713
142,159338,29.06666667,2020-01-05 7:46:12,-7023409107256149595
13,159341,40.4,2020-01-05 7:47:05,-5468656468125796894
142,159348,111.6,2020-01-05 7:51:41,2576698104936593246
136,159353,459.7333333,2020-01-05 7:57:47,-6831691200321171700
13,159355,73.06666667,2020-01-05 8:00:48,-32680732301381133
142,159358,17.2,2020-01-05 8:03:45,-5849756684327501646
40,159360,188.92,2020-01-05 8:04:13,4998416069967615025
40,159364,41.46666667,2020-01-05 8:07:03,3437520510899746064
142,159366,245.0666667,2020-01-05 8:07:32,-3498799273030894776
57,159368,89.06666667,2020-01-05 8:08:54,8748175749632551707
136,159372,100.9333333,2020-01-05 8:10:33,2014400061763009677
13,159373,41.86666667,2020-01-05 8:12:09,-8568462553440049380
142,159377,61.6,2020-01-05 8:13:49,-5998710666737969388
142,159378,56.8,2020-01-05 8:14:19,-7897266596701289113
142,159384,199.6,2020-01-05 8:17:42,5616501239844974614
142,159386,54.26666667,2020-01-05 8:18:37,179090271917573779
13,159397,173.4666667,2020-01-05 8:25:21,4845557950907469980
40,159402,178.4,2020-01-05 8:28:17,9152734677460013990
13,159407,506.6666667,2020-01-05 8:33:29,-2116127773807492404
142,159409,32,2020-01-05 8:33:43,2602705242235898761
57,159418,15.2,2020-01-05 8:37:02,-5109998658994124865
13,159420,164.6666667,2020-01-05 8:38:40,2232232783312241216
142,159422,57.2,2020-01-05 8:38:57,-6856467935543439101
13,159434,71.46666667,2020-01-05 8:43:18,-356325063232375142
13,159435,83.2,2020-01-05 8:44:19,4323279843414069818
13,159440,102.2666667,2020-01-05 8:45:56,5977227593357777482
13,159444,15.86666667,2020-01-05 8:48:59,3932275397224993444
136,159447,303.0666667,2020-01-05 8:49:28,-3988687194181729069
142,159458,43.86666667,2020-01-05 8:53:28,1434161802119791589
13,159460,370.6666667,2020-01-05 8:54:10,3222932701814121340
136,159477,257.9866667,2020-01-05 8:59:26,7556668862600438694
142,159494,84.26666667,2020-01-05 9:07:22,7947257842342936727
40,159500,5.866666667,2020-01-05 9:09:34,-8119998406442048152
13,159503,172.5333333,2020-01-05 9:11:06,8943854829433696375
13,159509,39.46666667,2020-01-05 9:12:11,1033144852388224575
136,159514,55.06666667,2020-01-05 9:13:45,7593291731521125160
142,159516,33.2,2020-01-05 9:13:54,-8362044996199922105
40,159525,73.73333333,2020-01-05 9:17:47,-3655808522405388217
13,159534,128.5333333,2020-01-05 9:21:12,-99069154528587087
136,159538,223.4666667,2020-01-05 9:22:08,7306199809525826
142,159541,111.0666667,2020-01-05 9:22:40,-2540058580139506283
40,159562,182.6666667,2020-01-05 9:25:50,-1646572564716682078
136,159566,129.7333333,2020-01-05 9:27:23,9129924039749812963
13,159576,320.9333333,2020-01-05 9:29:56,3062421434218217847
142,159581,263.7333333,2020-01-05 9:32:37,-1339860309706235885
142,159590,131.6,2020-01-05 9:34:03,-2854584474285825044
40,159598,34.66666667,2020-01-05 9:36:21,-3541459499833871258
142,159601,61.86666667,2020-01-05 9:36:32,-1524507700751524013
142,159605,10.53333333,2020-01-05 9:36:52,-5419731396851331404
136,159606,33.2,2020-01-05 9:37:24,-2474336856690394499
40,159608,35.73333333,2020-01-05 9:37:49,-6885077133838634863
142,159613,84.66666667,2020-01-05 9:38:44,7873242723118605253
13,159622,68,2020-01-05 9:41:27,-5429013443501665024
136,159625,398.6666667,2020-01-05 9:42:23,-7235592346711009948
13,159631,46.78666667,2020-01-05 9:43:24,763291163662226316
13,159634,87.73333333,2020-01-05 9:44:14,-4122837160797996019
136,159638,128.4,2020-01-05 9:44:47,-2325932701333560341
136,159642,271.8666667,2020-01-05 9:45:34,6999628212273604184
13,159643,77.06666667,2020-01-05 9:45:36,4096511494975105982
13,159646,33.86666667,2020-01-05 9:45:53,-2343779644298385008
13,159652,108.1333333,2020-01-05 9:47:11,4548536866985128011
142,159679,14.53333333,2020-01-05 9:53:56,8618632549533912603
13,159681,37.06666667,2020-01-05 9:54:22,1686386314655750525
13,159683,51.86666667,2020-01-05 9:54:32,2729989719625215156
142,159685,219.8666667,2020-01-05 9:55:02,-6166115948647605834
224,159688,62.26666667,2020-01-05 9:55:37,-8121244214472283662
136,159694,46.4,2020-01-05 9:56:55,-4308544300205810564
136,159700,100.9333333,2020-01-05 9:58:14,-8300746197929895430
142,159712,98,2020-01-05 10:00:57,-5507889619734487759
13,159715,144.2666667,2020-01-05 10:01:59,8405667087261881612
57,159717,54.53333333,2020-01-05 10:02:16,-4954953463454158976
13,159725,56.53333333,2020-01-05 10:04:06,-6058557705858677179
224,159728,125.32,2020-01-05 10:04:42,4953487890271525576
142,159733,5.333333333,2020-01-05 10:05:30,-5507889619734487759
136,159744,39.6,2020-01-05 10:07:35,-1818463142944502952
136,159748,62.53333333,2020-01-05 10:08:16,2222163688284953717
40,159750,38.53333333,2020-01-05 10:08:52,9122031992552192517
40,159752,183.3333333,2020-01-05 10:09:15,-1492730953703725919
136,159757,149.8666667,2020-01-05 10:09:42,1379186951975553578
40,159764,25.18666667,2020-01-05 10:10:37,-1614298753818970051
136,159769,43.86666667,2020-01-05 10:11:34,613698032430856566
13,159770,11.86666667,2020-01-05 10:11:40,-2516034706656567317
40,159775,134.2666667,2020-01-05 10:13:54,1313331801934191813
136,159781,54.4,2020-01-05 10:14:47,-4802397082615413253
136,159784,38.53333333,2020-01-05 10:15:50,7956732225712381928
13,159790,74.26666667,2020-01-05 10:17:36,3939134855158525637
136,159800,45.05333333,2020-01-05 10:19:36,2687964869366254251
40,159811,83.86666667,2020-01-05 10:22:06,-7282204551638153792
40,159813,305.6,2020-01-05 10:22:25,3380048115707072901
136,159825,137.7333333,2020-01-05 10:23:38,1828966217943771974
40,159827,133.0666667,2020-01-05 10:24:10,3088769444057974034
136,159831,59.46666667,2020-01-05 10:24:31,-6255236783720898561
40,159834,85.2,2020-01-05 10:25:27,7410787525555855118
40,159835,84.93333333,2020-01-05 10:25:36,3601197588187428479
40,159845,19.73333333,2020-01-05 10:27:31,-7023358126613895070
40,159852,3.866666667,2020-01-05 10:29:15,3601197588187428479
136,159854,185.6,2020-01-05 10:29:19,-3217849414300588378
40,159856,37.06666667,2020-01-05 10:30:17,6106179492476666913
40,159857,63.73333333,2020-01-05 10:30:32,-2740173782298975548
40,159881,12.53333333,2020-01-05 10:36:33,5100233153073601984
224,159894,12.8,2020-01-05 10:40:28,-8752182594677396289
40,159897,112.2666667,2020-01-05 10:41:05,-7209895801402542202
